"id_municipio";"cidade";"estado";"regiao";"pais"
"310180";"Alpercata";"Minas Gerais";"SUDESTE";"Brasil"
"314587";"Orizânia";"Minas Gerais";"SUDESTE";"Brasil"
"310750";"Bom Jardim de Minas";"Minas Gerais";"SUDESTE";"Brasil"
"311610";"Chapada do Norte";"Minas Gerais";"SUDESTE";"Brasil"
"311050";"Camanducaia";"Minas Gerais";"SUDESTE";"Brasil"
"310310";"Antônio Prado de Minas";"Minas Gerais";"SUDESTE";"Brasil"
"317043";"União de Minas";"Minas Gerais";"SUDESTE";"Brasil"
"311790";"Congonhal";"Minas Gerais";"SUDESTE";"Brasil"
"311800";"Congonhas";"Minas Gerais";"SUDESTE";"Brasil"
"310550";"Barão de Monte Alto";"Minas Gerais";"SUDESTE";"Brasil"
"310050";"Açucena";"Minas Gerais";"SUDESTE";"Brasil"
"315053";"Pingo-d'Água";"Minas Gerais";"SUDESTE";"Brasil"
"310300";"Antônio Dias";"Minas Gerais";"SUDESTE";"Brasil"
"313180";"Itabirinha";"Minas Gerais";"SUDESTE";"Brasil"
"314650";"Pains";"Minas Gerais";"SUDESTE";"Brasil"
"312730";"Galiléia";"Minas Gerais";"SUDESTE";"Brasil"
"315410";"Recreio";"Minas Gerais";"SUDESTE";"Brasil"
"313190";"Itabirito";"Minas Gerais";"SUDESTE";"Brasil"
"312820";"Guaraciaba";"Minas Gerais";"SUDESTE";"Brasil"
"316340";"São José do Goiabal";"Minas Gerais";"SUDESTE";"Brasil"
"315340";"Presidente Olegário";"Minas Gerais";"SUDESTE";"Brasil"
"315570";"Rio Piracicaba";"Minas Gerais";"SUDESTE";"Brasil"
"311810";"Congonhas do Norte";"Minas Gerais";"SUDESTE";"Brasil"
"314585";"Oratórios";"Minas Gerais";"SUDESTE";"Brasil"
"314060";"Materlândia";"Minas Gerais";"SUDESTE";"Brasil"
"317150";"Mathias Lobato";"Minas Gerais";"SUDESTE";"Brasil"
"313510";"Janaúba";"Minas Gerais";"SUDESTE";"Brasil"
"310120";"Aiuruoca";"Minas Gerais";"SUDESTE";"Brasil"
"311930";"Coromandel";"Minas Gerais";"SUDESTE";"Brasil"
"310460";"Astolfo Dutra";"Minas Gerais";"SUDESTE";"Brasil"
"311783";"Cônego Marinho";"Minas Gerais";"SUDESTE";"Brasil"
"316160";"São Geraldo da Piedade";"Minas Gerais";"SUDESTE";"Brasil"
"310375";"Araporã";"Minas Gerais";"SUDESTE";"Brasil"
"314467";"Nova Belém";"Minas Gerais";"SUDESTE";"Brasil"
"310070";"Água Comprida";"Minas Gerais";"SUDESTE";"Brasil"
"313200";"Itacambira";"Minas Gerais";"SUDESTE";"Brasil"
"310280";"Andrelândia";"Minas Gerais";"SUDESTE";"Brasil"
"317030";"Umburatiba";"Minas Gerais";"SUDESTE";"Brasil"
"315733";"Santa Cruz de Minas";"Minas Gerais";"SUDESTE";"Brasil"
"310330";"Aracitaba";"Minas Gerais";"SUDESTE";"Brasil"
"316080";"São Bento Abade";"Minas Gerais";"SUDESTE";"Brasil"
"315960";"Santa Rita do Sapucaí";"Minas Gerais";"SUDESTE";"Brasil"
"312230";"Divinópolis";"Minas Gerais";"SUDESTE";"Brasil"
"313535";"Japonvar";"Minas Gerais";"SUDESTE";"Brasil"
"313560";"Jequitaí";"Minas Gerais";"SUDESTE";"Brasil"
"312020";"Cristais";"Minas Gerais";"SUDESTE";"Brasil"
"311720";"Conceição das Pedras";"Minas Gerais";"SUDESTE";"Brasil"
"311740";"Conceição de Ipanema";"Minas Gerais";"SUDESTE";"Brasil"
"313520";"Januária";"Minas Gerais";"SUDESTE";"Brasil"
"311910";"Corinto";"Minas Gerais";"SUDESTE";"Brasil"
"312000";"Córrego Novo";"Minas Gerais";"SUDESTE";"Brasil"
"312030";"Cristália";"Minas Gerais";"SUDESTE";"Brasil"
"314550";"Olímpio Noronha";"Minas Gerais";"SUDESTE";"Brasil"
"312040";"Cristiano Otoni";"Minas Gerais";"SUDESTE";"Brasil"
"313980";"Mar de Espanha";"Minas Gerais";"SUDESTE";"Brasil"
"316130";"São Francisco de Sales";"Minas Gerais";"SUDESTE";"Brasil"
"311570";"Central de Minas";"Minas Gerais";"SUDESTE";"Brasil"
"310400";"Araxá";"Minas Gerais";"SUDESTE";"Brasil"
"311770";"Conceição do Rio Verde";"Minas Gerais";"SUDESTE";"Brasil"
"311580";"Centralina";"Minas Gerais";"SUDESTE";"Brasil"
"310420";"Arcos";"Minas Gerais";"SUDESTE";"Brasil"
"311090";"Campanha";"Minas Gerais";"SUDESTE";"Brasil"
"310910";"Bueno Brandão";"Minas Gerais";"SUDESTE";"Brasil"
"316240";"São João da Ponte";"Minas Gerais";"SUDESTE";"Brasil"
"315380";"Queluzito";"Minas Gerais";"SUDESTE";"Brasil"
"314210";"Miradouro";"Minas Gerais";"SUDESTE";"Brasil"
"314010";"Marilac";"Minas Gerais";"SUDESTE";"Brasil"
"314915";"Pedras de Maria da Cruz";"Minas Gerais";"SUDESTE";"Brasil"
"316245";"São João das Missões";"Minas Gerais";"SUDESTE";"Brasil"
"314730";"Paraisópolis";"Minas Gerais";"SUDESTE";"Brasil"
"314520";"Nova Serrana";"Minas Gerais";"SUDESTE";"Brasil"
"312270";"Dom Silvério";"Minas Gerais";"SUDESTE";"Brasil"
"312070";"Cruzeiro da Fortaleza";"Minas Gerais";"SUDESTE";"Brasil"
"315920";"Santa Rita de Caldas";"Minas Gerais";"SUDESTE";"Brasil"
"313640";"Joaquim Felício";"Minas Gerais";"SUDESTE";"Brasil"
"312950";"Ibiá";"Minas Gerais";"SUDESTE";"Brasil"
"310445";"Aricanduva";"Minas Gerais";"SUDESTE";"Brasil"
"310450";"Arinos";"Minas Gerais";"SUDESTE";"Brasil"
"313540";"Jeceaba";"Minas Gerais";"SUDESTE";"Brasil"
"310290";"Antônio Carlos";"Minas Gerais";"SUDESTE";"Brasil"
"311950";"Coronel Murta";"Minas Gerais";"SUDESTE";"Brasil"
"311550";"Caxambu";"Minas Gerais";"SUDESTE";"Brasil"
"312330";"Dores do Turvo";"Minas Gerais";"SUDESTE";"Brasil"
"313350";"Itapecerica";"Minas Gerais";"SUDESTE";"Brasil"
"312340";"Doresópolis";"Minas Gerais";"SUDESTE";"Brasil"
"311370";"Carlos Chagas";"Minas Gerais";"SUDESTE";"Brasil"
"310860";"Brasília de Minas";"Minas Gerais";"SUDESTE";"Brasil"
"314940";"Pedro Teixeira";"Minas Gerais";"SUDESTE";"Brasil"
"310440";"Argirita";"Minas Gerais";"SUDESTE";"Brasil"
"316020";"Santo Antônio do Itambé";"Minas Gerais";"SUDESTE";"Brasil"
"312440";"Espírito Santo do Dourado";"Minas Gerais";"SUDESTE";"Brasil"
"313657";"Josenópolis";"Minas Gerais";"SUDESTE";"Brasil"
"314430";"Nanuque";"Minas Gerais";"SUDESTE";"Brasil"
"314610";"Ouro Preto";"Minas Gerais";"SUDESTE";"Brasil"
"314435";"Naque";"Minas Gerais";"SUDESTE";"Brasil"
"315350";"Alto Jequitibá";"Minas Gerais";"SUDESTE";"Brasil"
"312990";"Ibitiúra de Minas";"Minas Gerais";"SUDESTE";"Brasil"
"314505";"Nova Porteirinha";"Minas Gerais";"SUDESTE";"Brasil"
"311450";"Carmópolis de Minas";"Minas Gerais";"SUDESTE";"Brasil"
"313810";"Lassance";"Minas Gerais";"SUDESTE";"Brasil"
"314950";"Pequeri";"Minas Gerais";"SUDESTE";"Brasil"
"314620";"Ouro Verde de Minas";"Minas Gerais";"SUDESTE";"Brasil"
"315140";"Pitangui";"Minas Gerais";"SUDESTE";"Brasil"
"316630";"Sericita";"Minas Gerais";"SUDESTE";"Brasil"
"314980";"Perdizes";"Minas Gerais";"SUDESTE";"Brasil"
"310210";"Alto Rio Doce";"Minas Gerais";"SUDESTE";"Brasil"
"312087";"Curral de Dentro";"Minas Gerais";"SUDESTE";"Brasil"
"313670";"Juiz de Fora";"Minas Gerais";"SUDESTE";"Brasil"
"314260";"Monsenhor Paulo";"Minas Gerais";"SUDESTE";"Brasil"
"311460";"Carrancas";"Minas Gerais";"SUDESTE";"Brasil"
"315070";"Pirajuba";"Minas Gerais";"SUDESTE";"Brasil"
"316650";"Serra Azul de Minas";"Minas Gerais";"SUDESTE";"Brasil"
"310220";"Alvarenga";"Minas Gerais";"SUDESTE";"Brasil"
"311470";"Carvalhópolis";"Minas Gerais";"SUDESTE";"Brasil"
"311940";"Coronel Fabriciano";"Minas Gerais";"SUDESTE";"Brasil"
"311480";"Carvalhos";"Minas Gerais";"SUDESTE";"Brasil"
"312090";"Curvelo";"Minas Gerais";"SUDESTE";"Brasil"
"311490";"Casa Grande";"Minas Gerais";"SUDESTE";"Brasil"
"310200";"Alterosa";"Minas Gerais";"SUDESTE";"Brasil"
"315850";"Santana de Pirapama";"Minas Gerais";"SUDESTE";"Brasil"
"312690";"Frei Inocêncio";"Minas Gerais";"SUDESTE";"Brasil"
"311840";"Conselheiro Pena";"Minas Gerais";"SUDESTE";"Brasil"
"315860";"Santana do Deserto";"Minas Gerais";"SUDESTE";"Brasil"
"313680";"Juramento";"Minas Gerais";"SUDESTE";"Brasil"
"315870";"Santana do Garambéu";"Minas Gerais";"SUDESTE";"Brasil"
"314110";"Matozinhos";"Minas Gerais";"SUDESTE";"Brasil"
"313862";"Limeira do Oeste";"Minas Gerais";"SUDESTE";"Brasil"
"312120";"Delfinópolis";"Minas Gerais";"SUDESTE";"Brasil"
"315010";"Piau";"Minas Gerais";"SUDESTE";"Brasil"
"311410";"Carmo de Minas";"Minas Gerais";"SUDESTE";"Brasil"
"310205";"Alto Caparaó";"Minas Gerais";"SUDESTE";"Brasil"
"314530";"Novo Cruzeiro";"Minas Gerais";"SUDESTE";"Brasil"
"316443";"São Sebastião da Vargem Alegre";"Minas Gerais";"SUDESTE";"Brasil"
"313370";"Itatiaiuçu";"Minas Gerais";"SUDESTE";"Brasil"
"311670";"Coimbra";"Minas Gerais";"SUDESTE";"Brasil"
"315020";"Piedade de Ponte Nova";"Minas Gerais";"SUDESTE";"Brasil"
"315240";"Poté";"Minas Gerais";"SUDESTE";"Brasil"
"310100";"Águas Vermelhas";"Minas Gerais";"SUDESTE";"Brasil"
"314320";"Monte Santo de Minas";"Minas Gerais";"SUDESTE";"Brasil"
"311530";"Cataguases";"Minas Gerais";"SUDESTE";"Brasil"
"312150";"Desterro do Melo";"Minas Gerais";"SUDESTE";"Brasil"
"313695";"Juvenília";"Minas Gerais";"SUDESTE";"Brasil"
"316805";"Taparuba";"Minas Gerais";"SUDESTE";"Brasil"
"316710";"Serro";"Minas Gerais";"SUDESTE";"Brasil"
"313210";"Itacarambi";"Minas Gerais";"SUDESTE";"Brasil"
"313380";"Itaúna";"Minas Gerais";"SUDESTE";"Brasil"
"316360";"São José do Mantimento";"Minas Gerais";"SUDESTE";"Brasil"
"311540";"Catas Altas da Noruega";"Minas Gerais";"SUDESTE";"Brasil"
"310250";"Amparo do Serra";"Minas Gerais";"SUDESTE";"Brasil"
"317200";"Visconde do Rio Branco";"Minas Gerais";"SUDESTE";"Brasil"
"316790";"Tabuleiro";"Minas Gerais";"SUDESTE";"Brasil"
"310370";"Araponga";"Minas Gerais";"SUDESTE";"Brasil"
"312180";"Dionísio";"Minas Gerais";"SUDESTE";"Brasil"
"316720";"Sete Lagoas";"Minas Gerais";"SUDESTE";"Brasil"
"310800";"Bom Sucesso";"Minas Gerais";"SUDESTE";"Brasil"
"312740";"Gonçalves";"Minas Gerais";"SUDESTE";"Brasil"
"310380";"Arapuá";"Minas Gerais";"SUDESTE";"Brasil"
"310950";"Cabo Verde";"Minas Gerais";"SUDESTE";"Brasil"
"315840";"Santana de Cataguases";"Minas Gerais";"SUDESTE";"Brasil"
"312760";"Gouveia";"Minas Gerais";"SUDESTE";"Brasil"
"316890";"Tiros";"Minas Gerais";"SUDESTE";"Brasil"
"310480";"Augusto de Lima";"Minas Gerais";"SUDESTE";"Brasil"
"313420";"Ituiutaba";"Minas Gerais";"SUDESTE";"Brasil"
"312015";"Crisólita";"Minas Gerais";"SUDESTE";"Brasil"
"315780";"Santa Luzia";"Minas Gerais";"SUDESTE";"Brasil"
"314540";"Olaria";"Minas Gerais";"SUDESTE";"Brasil"
"313230";"Itaipé";"Minas Gerais";"SUDESTE";"Brasil"
"312235";"Divisa Alegre";"Minas Gerais";"SUDESTE";"Brasil"
"312620";"Formoso";"Minas Gerais";"SUDESTE";"Brasil"
"314240";"Moema";"Minas Gerais";"SUDESTE";"Brasil"
"316370";"São Lourenço";"Minas Gerais";"SUDESTE";"Brasil"
"310150";"Além Paraíba";"Minas Gerais";"SUDESTE";"Brasil"
"310520";"Bandeira";"Minas Gerais";"SUDESTE";"Brasil"
"310530";"Bandeira do Sul";"Minas Gerais";"SUDESTE";"Brasil"
"310160";"Alfenas";"Minas Gerais";"SUDESTE";"Brasil"
"314700";"Paracatu";"Minas Gerais";"SUDESTE";"Brasil"
"310780";"Bom Jesus do Galho";"Minas Gerais";"SUDESTE";"Brasil"
"313750";"Lagoa Formosa";"Minas Gerais";"SUDESTE";"Brasil"
"310980";"Cachoeira Dourada";"Minas Gerais";"SUDESTE";"Brasil"
"313753";"Lagoa Grande";"Minas Gerais";"SUDESTE";"Brasil"
"314200";"Mirabela";"Minas Gerais";"SUDESTE";"Brasil"
"314560";"Oliveira";"Minas Gerais";"SUDESTE";"Brasil"
"313260";"Itamarati de Minas";"Minas Gerais";"SUDESTE";"Brasil"
"313270";"Itambacuri";"Minas Gerais";"SUDESTE";"Brasil"
"314570";"Oliveira Fortes";"Minas Gerais";"SUDESTE";"Brasil"
"313760";"Lagoa Santa";"Minas Gerais";"SUDESTE";"Brasil"
"312460";"Estrela Dalva";"Minas Gerais";"SUDESTE";"Brasil"
"312260";"Dom Joaquim";"Minas Gerais";"SUDESTE";"Brasil"
"314220";"Miraí";"Minas Gerais";"SUDESTE";"Brasil"
"311350";"Carbonita";"Minas Gerais";"SUDESTE";"Brasil"
"313620";"João Monlevade";"Minas Gerais";"SUDESTE";"Brasil"
"312480";"Estrela do Sul";"Minas Gerais";"SUDESTE";"Brasil"
"313890";"Machacalis";"Minas Gerais";"SUDESTE";"Brasil"
"313310";"Itanhandu";"Minas Gerais";"SUDESTE";"Brasil"
"311787";"Confins";"Minas Gerais";"SUDESTE";"Brasil"
"310690";"Bicas";"Minas Gerais";"SUDESTE";"Brasil"
"315090";"Piranguçu";"Minas Gerais";"SUDESTE";"Brasil"
"312290";"Dona Eusébia";"Minas Gerais";"SUDESTE";"Brasil"
"315100";"Piranguinho";"Minas Gerais";"SUDESTE";"Brasil"
"314030";"Marliéria";"Minas Gerais";"SUDESTE";"Brasil"
"312300";"Dores de Campos";"Minas Gerais";"SUDESTE";"Brasil"
"313720";"Lagoa da Prata";"Minas Gerais";"SUDESTE";"Brasil"
"311600";"Chalé";"Minas Gerais";"SUDESTE";"Brasil"
"315120";"Pirapora";"Minas Gerais";"SUDESTE";"Brasil"
"314050";"Martinho Campos";"Minas Gerais";"SUDESTE";"Brasil"
"317090";"Varzelândia";"Minas Gerais";"SUDESTE";"Brasil"
"313770";"Lajinha";"Minas Gerais";"SUDESTE";"Brasil"
"312530";"Faria Lemos";"Minas Gerais";"SUDESTE";"Brasil"
"311615";"Chapada Gaúcha";"Minas Gerais";"SUDESTE";"Brasil"
"312350";"Douradoquara";"Minas Gerais";"SUDESTE";"Brasil"
"313500";"Jaguaraçu";"Minas Gerais";"SUDESTE";"Brasil"
"316590";"Senador Modestino Gonçalves";"Minas Gerais";"SUDESTE";"Brasil"
"315130";"Piraúba";"Minas Gerais";"SUDESTE";"Brasil"
"314590";"Ouro Branco";"Minas Gerais";"SUDESTE";"Brasil"
"312720";"Funilândia";"Minas Gerais";"SUDESTE";"Brasil"
"311440";"Carmo do Rio Claro";"Minas Gerais";"SUDESTE";"Brasil"
"312083";"Cuparaque";"Minas Gerais";"SUDESTE";"Brasil"
"313665";"Juatuba";"Minas Gerais";"SUDESTE";"Brasil"
"315725";"Santa Bárbara do Leste";"Minas Gerais";"SUDESTE";"Brasil"
"315540";"Rio Novo";"Minas Gerais";"SUDESTE";"Brasil"
"313920";"Malacacheta";"Minas Gerais";"SUDESTE";"Brasil"
"315550";"Rio Paranaíba";"Minas Gerais";"SUDESTE";"Brasil"
"317103";"Verdelândia";"Minas Gerais";"SUDESTE";"Brasil"
"312733";"Gameleiras";"Minas Gerais";"SUDESTE";"Brasil"
"315250";"Pouso Alegre";"Minas Gerais";"SUDESTE";"Brasil"
"312825";"Guaraciama";"Minas Gerais";"SUDESTE";"Brasil"
"317115";"Vermelho Novo";"Minas Gerais";"SUDESTE";"Brasil"
"310570";"Barra Longa";"Minas Gerais";"SUDESTE";"Brasil"
"316095";"São Domingos das Dores";"Minas Gerais";"SUDESTE";"Brasil"
"310720";"Bocaina de Minas";"Minas Gerais";"SUDESTE";"Brasil"
"312830";"Guaranésia";"Minas Gerais";"SUDESTE";"Brasil"
"314995";"Periquito";"Minas Gerais";"SUDESTE";"Brasil"
"314450";"Nazareno";"Minas Gerais";"SUDESTE";"Brasil"
"315980";"Santa Vitória";"Minas Gerais";"SUDESTE";"Brasil"
"310320";"Araçaí";"Minas Gerais";"SUDESTE";"Brasil"
"310900";"Brumadinho";"Minas Gerais";"SUDESTE";"Brasil"
"311630";"Cipotânea";"Minas Gerais";"SUDESTE";"Brasil"
"314630";"Padre Paraíso";"Minas Gerais";"SUDESTE";"Brasil"
"313840";"Leopoldina";"Minas Gerais";"SUDESTE";"Brasil"
"311650";"Claro dos Poções";"Minas Gerais";"SUDESTE";"Brasil"
"314655";"Pai Pedro";"Minas Gerais";"SUDESTE";"Brasil"
"312310";"Dores de Guanhães";"Minas Gerais";"SUDESTE";"Brasil"
"310240";"Alvorada de Minas";"Minas Gerais";"SUDESTE";"Brasil"
"315620";"Rochedo de Minas";"Minas Gerais";"SUDESTE";"Brasil"
"311040";"Camacho";"Minas Gerais";"SUDESTE";"Brasil"
"314290";"Monte Azul";"Minas Gerais";"SUDESTE";"Brasil"
"313860";"Lima Duarte";"Minas Gerais";"SUDESTE";"Brasil"
"311205";"Cantagalo";"Minas Gerais";"SUDESTE";"Brasil"
"312860";"Guarda-Mor";"Minas Gerais";"SUDESTE";"Brasil"
"314300";"Monte Belo";"Minas Gerais";"SUDESTE";"Brasil"
"313690";"Juruaia";"Minas Gerais";"SUDESTE";"Brasil"
"314120";"Matutina";"Minas Gerais";"SUDESTE";"Brasil"
"316690";"Serrania";"Minas Gerais";"SUDESTE";"Brasil"
"316110";"São Francisco";"Minas Gerais";"SUDESTE";"Brasil"
"315445";"Riachinho";"Minas Gerais";"SUDESTE";"Brasil"
"315180";"Poços de Caldas";"Minas Gerais";"SUDESTE";"Brasil"
"312380";"Engenheiro Navarro";"Minas Gerais";"SUDESTE";"Brasil"
"316700";"Serranos";"Minas Gerais";"SUDESTE";"Brasil"
"312385";"Entre Folhas";"Minas Gerais";"SUDESTE";"Brasil"
"316450";"São Sebastião do Maranhão";"Minas Gerais";"SUDESTE";"Brasil"
"312140";"Desterro de Entre Rios";"Minas Gerais";"SUDESTE";"Brasil"
"312890";"Guimarânia";"Minas Gerais";"SUDESTE";"Brasil"
"312390";"Entre Rios de Minas";"Minas Gerais";"SUDESTE";"Brasil"
"313375";"Itaú de Minas";"Minas Gerais";"SUDESTE";"Brasil"
"315450";"Riacho dos Machados";"Minas Gerais";"SUDESTE";"Brasil"
"311100";"Campestre";"Minas Gerais";"SUDESTE";"Brasil"
"316350";"São José do Jacuri";"Minas Gerais";"SUDESTE";"Brasil"
"311535";"Catas Altas";"Minas Gerais";"SUDESTE";"Brasil"
"313865";"Lontra";"Minas Gerais";"SUDESTE";"Brasil"
"310790";"Bom Repouso";"Minas Gerais";"SUDESTE";"Brasil"
"313710";"Lagamar";"Minas Gerais";"SUDESTE";"Brasil"
"310130";"Alagoa";"Minas Gerais";"SUDESTE";"Brasil"
"312170";"Diogo de Vasconcelos";"Minas Gerais";"SUDESTE";"Brasil"
"312920";"Heliodora";"Minas Gerais";"SUDESTE";"Brasil"
"316820";"Tapiraí";"Minas Gerais";"SUDESTE";"Brasil"
"314350";"Morada Nova de Minas";"Minas Gerais";"SUDESTE";"Brasil"
"316165";"São Geraldo do Baixio";"Minas Gerais";"SUDESTE";"Brasil"
"314170";"Mesquita";"Minas Gerais";"SUDESTE";"Brasil"
"312400";"Ervália";"Minas Gerais";"SUDESTE";"Brasil"
"311690";"Comendador Gomes";"Minas Gerais";"SUDESTE";"Brasil"
"316830";"Taquaraçu de Minas";"Minas Gerais";"SUDESTE";"Brasil"
"316680";"Serra do Salitre";"Minas Gerais";"SUDESTE";"Brasil"
"313410";"Itueta";"Minas Gerais";"SUDESTE";"Brasil"
"314850";"Pavão";"Minas Gerais";"SUDESTE";"Brasil"
"312220";"Divinolândia de Minas";"Minas Gerais";"SUDESTE";"Brasil"
"313970";"Maravilhas";"Minas Gerais";"SUDESTE";"Brasil"
"311520";"Conceição da Barra de Minas";"Minas Gerais";"SUDESTE";"Brasil"
"316200";"São Gonçalo do Sapucaí";"Minas Gerais";"SUDESTE";"Brasil"
"310630";"Belo Oriente";"Minas Gerais";"SUDESTE";"Brasil"
"310510";"Bambuí";"Minas Gerais";"SUDESTE";"Brasil"
"316740";"Silvianópolis";"Minas Gerais";"SUDESTE";"Brasil"
"310260";"Andradas";"Minas Gerais";"SUDESTE";"Brasil"
"314690";"Papagaios";"Minas Gerais";"SUDESTE";"Brasil"
"314875";"Pedra Bonita";"Minas Gerais";"SUDESTE";"Brasil"
"313880";"Luz";"Minas Gerais";"SUDESTE";"Brasil"
"314710";"Pará de Minas";"Minas Gerais";"SUDESTE";"Brasil"
"313730";"Lagoa dos Patos";"Minas Gerais";"SUDESTE";"Brasil"
"313240";"Itajubá";"Minas Gerais";"SUDESTE";"Brasil"
"310390";"Araújos";"Minas Gerais";"SUDESTE";"Brasil"
"311140";"Campo Florido";"Minas Gerais";"SUDESTE";"Brasil"
"311760";"Conceição do Pará";"Minas Gerais";"SUDESTE";"Brasil"
"310650";"Berilo";"Minas Gerais";"SUDESTE";"Brasil"
"316225";"São João da Lagoa";"Minas Gerais";"SUDESTE";"Brasil"
"311780";"Conceição dos Ouros";"Minas Gerais";"SUDESTE";"Brasil"
"312940";"Ibertioga";"Minas Gerais";"SUDESTE";"Brasil"
"317060";"Vargem Bonita";"Minas Gerais";"SUDESTE";"Brasil"
"317065";"Vargem Grande do Rio Pardo";"Minas Gerais";"SUDESTE";"Brasil"
"313110";"Inimutaba";"Minas Gerais";"SUDESTE";"Brasil"
"310850";"Botumirim";"Minas Gerais";"SUDESTE";"Brasil"
"310660";"Bertópolis";"Minas Gerais";"SUDESTE";"Brasil"
"312650";"Francisco Badaró";"Minas Gerais";"SUDESTE";"Brasil"
"310560";"Barbacena";"Minas Gerais";"SUDESTE";"Brasil"
"310020";"Abaeté";"Minas Gerais";"SUDESTE";"Brasil"
"313300";"Itamonte";"Minas Gerais";"SUDESTE";"Brasil"
"311150";"Campos Altos";"Minas Gerais";"SUDESTE";"Brasil"
"312280";"Dom Viçoso";"Minas Gerais";"SUDESTE";"Brasil"
"312670";"Francisco Sá";"Minas Gerais";"SUDESTE";"Brasil"
"314015";"Mário Campos";"Minas Gerais";"SUDESTE";"Brasil"
"314380";"Munhoz";"Minas Gerais";"SUDESTE";"Brasil"
"310700";"Biquinhas";"Minas Gerais";"SUDESTE";"Brasil"
"312500";"Ewbank da Câmara";"Minas Gerais";"SUDESTE";"Brasil"
"312510";"Extrema";"Minas Gerais";"SUDESTE";"Brasil"
"314390";"Muriaé";"Minas Gerais";"SUDESTE";"Brasil"
"313910";"Madre de Deus de Minas";"Minas Gerais";"SUDESTE";"Brasil"
"312970";"Ibiraci";"Minas Gerais";"SUDESTE";"Brasil"
"316970";"Turmalina";"Minas Gerais";"SUDESTE";"Brasil"
"313650";"Jordânia";"Minas Gerais";"SUDESTE";"Brasil"
"311860";"Contagem";"Minas Gerais";"SUDESTE";"Brasil"
"316570";"Senador Firmino";"Minas Gerais";"SUDESTE";"Brasil"
"317100";"Vazante";"Minas Gerais";"SUDESTE";"Brasil"
"314400";"Mutum";"Minas Gerais";"SUDESTE";"Brasil"
"314230";"Moeda";"Minas Gerais";"SUDESTE";"Brasil"
"314410";"Muzambinho";"Minas Gerais";"SUDESTE";"Brasil"
"311180";"Canápolis";"Minas Gerais";"SUDESTE";"Brasil"
"312980";"Ibirité";"Minas Gerais";"SUDESTE";"Brasil"
"311880";"Coração de Jesus";"Minas Gerais";"SUDESTE";"Brasil"
"313800";"Laranjal";"Minas Gerais";"SUDESTE";"Brasil"
"315390";"Raposos";"Minas Gerais";"SUDESTE";"Brasil"
"316600";"Senhora de Oliveira";"Minas Gerais";"SUDESTE";"Brasil"
"317000";"Ubaí";"Minas Gerais";"SUDESTE";"Brasil"
"313360";"Itapeva";"Minas Gerais";"SUDESTE";"Brasil"
"316610";"Senhora do Porto";"Minas Gerais";"SUDESTE";"Brasil"
"311900";"Cordislândia";"Minas Gerais";"SUDESTE";"Brasil"
"314055";"Mata Verde";"Minas Gerais";"SUDESTE";"Brasil"
"317005";"Ubaporanga";"Minas Gerais";"SUDESTE";"Brasil"
"315560";"Rio Pardo de Minas";"Minas Gerais";"SUDESTE";"Brasil"
"313005";"Icaraí de Minas";"Minas Gerais";"SUDESTE";"Brasil"
"313505";"Jaíba";"Minas Gerais";"SUDESTE";"Brasil"
"314250";"Monjolos";"Minas Gerais";"SUDESTE";"Brasil"
"311920";"Coroaci";"Minas Gerais";"SUDESTE";"Brasil"
"315415";"Reduto";"Minas Gerais";"SUDESTE";"Brasil"
"313925";"Mamonas";"Minas Gerais";"SUDESTE";"Brasil"
"310730";"Bocaiúva";"Minas Gerais";"SUDESTE";"Brasil"
"313160";"Iraí de Minas";"Minas Gerais";"SUDESTE";"Brasil"
"313830";"Leandro Ferreira";"Minas Gerais";"SUDESTE";"Brasil"
"314270";"Montalvânia";"Minas Gerais";"SUDESTE";"Brasil"
"314625";"Padre Carvalho";"Minas Gerais";"SUDESTE";"Brasil"
"314460";"Nepomuceno";"Minas Gerais";"SUDESTE";"Brasil"
"314750";"Passabém";"Minas Gerais";"SUDESTE";"Brasil"
"316300";"São José da Safira";"Minas Gerais";"SUDESTE";"Brasil"
"313530";"Japaraíba";"Minas Gerais";"SUDESTE";"Brasil"
"312580";"Fernandes Tourinho";"Minas Gerais";"SUDESTE";"Brasil"
"317130";"Viçosa";"Minas Gerais";"SUDESTE";"Brasil"
"313930";"Manga";"Minas Gerais";"SUDESTE";"Brasil"
"315300";"Pratinha";"Minas Gerais";"SUDESTE";"Brasil"
"311960";"Coronel Pacheco";"Minas Gerais";"SUDESTE";"Brasil"
"314465";"Ninheira";"Minas Gerais";"SUDESTE";"Brasil"
"313950";"Manhumirim";"Minas Gerais";"SUDESTE";"Brasil"
"315630";"Rodeiro";"Minas Gerais";"SUDESTE";"Brasil"
"310340";"Araçuaí";"Minas Gerais";"SUDESTE";"Brasil"
"312590";"Ferros";"Minas Gerais";"SUDESTE";"Brasil"
"310590";"Barroso";"Minas Gerais";"SUDESTE";"Brasil"
"315750";"Santa Efigênia de Minas";"Minas Gerais";"SUDESTE";"Brasil"
"310760";"Bom Jesus da Penha";"Minas Gerais";"SUDESTE";"Brasil"
"313030";"Iguatama";"Minas Gerais";"SUDESTE";"Brasil"
"313960";"Mantena";"Minas Gerais";"SUDESTE";"Brasil"
"314810";"Patrocínio";"Minas Gerais";"SUDESTE";"Brasil"
"314820";"Patrocínio do Muriaé";"Minas Gerais";"SUDESTE";"Brasil"
"313040";"Ijaci";"Minas Gerais";"SUDESTE";"Brasil"
